,Image,F1,Jaccard,Recall,Precision,Accuracy
21,1210.png,0.3709949409780775,0.2277432712215321,0.2328042328042328,0.9128630705394191,0.988616943359375
22,2787.png,0.7732318426895021,0.6302998965873836,0.761875,0.784932388924662,0.9890899658203125
23,1531.png,0.43121149897330596,0.27486910994764396,0.2774108322324967,0.967741935483871,0.991546630859375
24,444.png,0.9451476793248944,0.896,0.9004019651630192,0.994573260976813,0.996429443359375
25,2009.png,0.48777348777348767,0.3225531914893617,0.34407625964593735,0.8375690607734807,0.9757080078125
26,1282.png,0.847191011235955,0.7348927875243665,0.7686034658511722,0.9436795994993742,0.995849609375
27,575.png,0.9661903102126177,0.9345920431557654,0.99,0.943498978897209,0.9985198974609375
28,18.png,0.9705583756345177,0.9428007889546351,0.9755102040816327,0.9656565656565657,0.9995574951171875
29,2653.png,0.8971618134906008,0.8135026737967914,0.8151373074346953,0.9975409836065574,0.9957427978515625
30,590.png,0.6715719063545151,0.5055387713997986,0.5060483870967742,0.9980119284294234,0.9925079345703125
31,1948.png,0.0,0.0,0.0,0.0,0.9817047119140625
32,1346.png,0.8608058608058607,0.7556270096463023,0.8867924528301887,0.8362989323843416,0.99884033203125
33,2596.png,0.0,0.0,0.0,0.0,0.950286865234375
34,1442.png,0.8845247446975649,0.7929577464788733,0.9791304347826087,0.8065902578796562,0.9977569580078125
35,2704.png,0.9120559114735003,0.8383297644539615,0.9200940070505288,0.9041570438799076,0.9976959228515625
36,3038.png,0.5927552140504939,0.42121684867394693,0.8411214953271028,0.4576271186440678,0.988677978515625
